date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:04:11	121539/121539	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:31%20GMT	https://theme.dsngrid.com/blackdsn/dark/architecture.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/architecture.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:11	129167/129167	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:45%20GMT	https://theme.dsngrid.com/blackdsn/dark/personal.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/personal.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:12	133280/133280	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:46%20GMT	https://theme.dsngrid.com/blackdsn/dark/photographer.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/photographer.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:12	100523/100523	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:51%20GMT	https://theme.dsngrid.com/blackdsn/dark/resume.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/resume.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:12	69802/69802	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:42%20GMT	https://theme.dsngrid.com/blackdsn/dark/metro-portfolio-1.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/metro-portfolio-1.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:13	69064/69064	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:43%20GMT	https://theme.dsngrid.com/blackdsn/dark/metro-portfolio-2.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/metro-portfolio-2.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:14	65883/65883	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:32%20GMT	https://theme.dsngrid.com/blackdsn/dark/carousel-portfolio-1.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/carousel-portfolio-1.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:14	62234/62234	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:32%20GMT	https://theme.dsngrid.com/blackdsn/dark/carousel-portfolio-2.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/carousel-portfolio-2.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:15	62186/62186	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:33%20GMT	https://theme.dsngrid.com/blackdsn/dark/carousel-portfolio-3.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/carousel-portfolio-3.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:15	55845/55845	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:35%20GMT	https://theme.dsngrid.com/blackdsn/dark/fullscreen-distortion-horizontal.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/fullscreen-distortion-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:16	55843/55843	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:36%20GMT	https://theme.dsngrid.com/blackdsn/dark/fullscreen-distortion-vertical.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/fullscreen-distortion-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:16	62710/62710	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:37%20GMT	https://theme.dsngrid.com/blackdsn/dark/fullscreen-parallax-horizontal.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/fullscreen-parallax-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:17	62547/62547	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:38%20GMT	https://theme.dsngrid.com/blackdsn/dark/fullscreen-parallax-vertical.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/fullscreen-parallax-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:18	63608/63608	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:43%20GMT	https://theme.dsngrid.com/blackdsn/dark/padding-distortion-horizontal.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/padding-distortion-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:18	63443/63443	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:44%20GMT	https://theme.dsngrid.com/blackdsn/dark/padding-distortion-vertical.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/padding-distortion-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:19	62732/62732	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:44%20GMT	https://theme.dsngrid.com/blackdsn/dark/padding-parallax-horizontal.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/padding-parallax-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:20	62566/62566	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:45%20GMT	https://theme.dsngrid.com/blackdsn/dark/padding-parallax-vertical.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/padding-parallax-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:21	63629/63629	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:38%20GMT	https://theme.dsngrid.com/blackdsn/dark/half-distortion-horizontal.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/half-distortion-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:22	63463/63463	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:39%20GMT	https://theme.dsngrid.com/blackdsn/dark/half-distortion-vertical.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/half-distortion-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:22	62748/62748	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:40%20GMT	https://theme.dsngrid.com/blackdsn/dark/half-parallax-horizontal.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/half-parallax-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:23	62583/62583	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:40%20GMT	https://theme.dsngrid.com/blackdsn/dark/half-parallax-vertical.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/half-parallax-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:24	75065/75065	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:54%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-card-1.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/work-card-1.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:24	68731/68731	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:55%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-card-2.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/work-card-2.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:25	68685/68685	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:55%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-classic-1.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/work-classic-1.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:25	68628/68628	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:56%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-classic-2.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/work-classic-2.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:26	74407/74407	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:56%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-list-1.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/work-list-1.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:27	75093/75093	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:57%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-list-2.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/work-list-2.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:27	55413/55413	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:47%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-1.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/project-1.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:28	59249/59249	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:48%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-2.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/project-2.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:28	55557/55557	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:49%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-3.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/project-3.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:29	57410/57410	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:49%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-4.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/project-4.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:30	53988/53988	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:50%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-5.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/project-5.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:30	57010/57010	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:50%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-6.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/project-6.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:31	61082/61082	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:54%20GMT	https://theme.dsngrid.com/blackdsn/dark/stories.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/stories.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:32	70678/70678	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:52%20GMT	https://theme.dsngrid.com/blackdsn/dark/single-post.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/single-post.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:33	94665/94665	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:52%20GMT	https://theme.dsngrid.com/blackdsn/dark/service.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/service.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:34	110187/110187	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:30%20GMT	https://theme.dsngrid.com/blackdsn/dark/about-us.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/about-us.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:34	61612/61612	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:34%20GMT	https://theme.dsngrid.com/blackdsn/dark/contact.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/contact.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:35	37466/37466	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:59%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/1.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:37	382645/382645	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:54%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project5/1.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project5/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:38	144357/144357	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:26%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/1.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:38	235179/235179	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:45%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/1.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:39	125676/125676	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:35%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/1.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:40	109669/109669	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:22%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project1/1.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project1/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:40	183989/183989	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:10%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/about-1.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/about-1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:42	73280/73280	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:12%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/about-3.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/about-3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:42	156846/156846	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:11%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/about-2.jpeg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/about-2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:43	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2020%20Aug%202023%2007:34:41%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-col-3.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/work-col-3.37.delayed	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:45	24874/24874	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:12%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/about-4.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/about-4.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:47	100658/100658	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:38%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/team/1.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/team/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:47	63981/63981	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:40%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/team/2.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/team/2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:48	1745/1745	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:41%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/team/4.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/team/4.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:48	68426/68426	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:41%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/team/3.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/team/3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:50	116504/116504	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:16%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/blog/1.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/blog/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:50	190049/190049	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:17%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/blog/2.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/blog/2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:51	6212/6212	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:19%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/1.svg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/brand/1.svg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:52	2762/2762	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:19%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/2.svg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/brand/2.svg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:52	147658/147658	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:18%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/blog/3.jpg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/blog/3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:52	3157/3157	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:20%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/3.svg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/brand/3.svg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:53	6389/6389	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:20%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/4.svg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/brand/4.svg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:54	9219/9219	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:20%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/5.svg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/brand/5.svg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:54	5373/5373	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:21%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/6.svg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/brand/6.svg	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:54	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2020%20Aug%202023%2007:34:52%20GMT	https://theme.dsngrid.com/blackdsn/dark/home.html	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/home.html	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:55	86709/86709	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2018%20May%202023%2017:07:49%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/js/jquery-3.1.1.min.js	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/js/jquery-3.1.1.min.js	(from https://theme.dsngrid.com/blackdsn/dark/)
13:04:58	47189/47189	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2031%20May%202023%2015:47:33%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/js/plugins/dsn-grid.min.js	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/js/plugins/dsn-grid.min.js	(from https://theme.dsngrid.com/blackdsn/dark/)
13:05:00	1070723/1070723	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2018%20May%202023%2017:07:53%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/js/plugins.min.js	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/js/plugins.min.js	(from https://theme.dsngrid.com/blackdsn/dark/)
13:05:01	51194/51194	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2018%20May%202023%2017:07:47%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/js/custom.js	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/js/custom.js	(from https://theme.dsngrid.com/blackdsn/dark/)
13:05:03	34302/34302	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:08:13%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fontawesome-all.min.css	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fontawesome-all.min.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
13:05:03	13686/13686	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:08:14%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/swiper.min.css	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/css/plugins/swiper.min.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
13:05:04	12686/12686	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:08:13%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/jquery.animatedheadline.css	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/css/plugins/jquery.animatedheadline.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
13:05:04	15512/15512	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:08:12%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fancybox.css	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fancybox.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
13:05:05	498/498	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:08:12%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fjGallery.css	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fjGallery.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
13:05:06	43662/43662	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:06:59%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/global.css	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/css/global.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
13:05:06	8312/8312	---M--	200	added ('OK')	image/png	date:Thu,%2018%20May%202023%2017:07:19%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/bg-1.png	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/bg-1.png	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/style.css)
13:05:12	706372/706372	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:07:23%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/bg-2.svg	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/bg-2.svg	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/style.css)
13:05:12	42549/42549	---M--	200	added ('OK')	image/png	date:Thu,%2018%20May%202023%2017:07:22%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/bg-dot.png	G:/Music/ai/theme.dsngrid.com/blackdsn/dark/assets/img/bg-dot.png	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/style.css)
